repl1_input,repl1_high,repl1_med,repl1_low,repl2_input,repl2_high,repl2_med,repl2_low
193,184,194,76,25,27,28,10
17,20,20,1,25,29,23,6
51,56,51,28,83,64,72,14
6,8,7,0,6,4,3,0
214,195,215,240,0,0,0,0
6,11,7,5,336,384,251,142
157,154,107,98,6,7,9,2
108,104,110,144,61,67,63,16
84,78,99,67,288,350,272,306
3,1,0,0,410,426,360,1037
1,3,4,7,164,170,113,297
22,16,21,2,92,84,77,13
2,8,4,7,6,5,6,3
6,2,3,0,142,131,196,33
495,424,515,324,70,60,64,37
16,18,12,2,69,75,74,30
61,62,79,47,17,19,17,5
50,50,71,3,54,75,60,20
0,0,0,0,82,94,65,54
143,109,143,175,6,5,3,2
18,23,18,7,0,8,5,2
155,154,156,133,10,12,13,10
269,228,299,35,14,24,21,4
42,39,20,24,505,478,495,335
3,1,3,1,109,81,106,15
26,33,43,19,12,10,14,34
142,172,149,130,36,46,43,31
31,20,31,61,23,30,22,30
104,102,79,280,3,6,3,11
3,2,0,1,87,71,94,28
0,0,0,0,0,0,0,0
2,1,2,0,2,5,8,3
0,0,0,0,64,82,86,8
61,64,51,101,208,211,208,82
16,16,16,15,8,3,11,21
381,342,381,33,181,163,222,128
1,7,1,0,717,651,680,53
129,108,137,38,28,24,31,13
21,14,22,38,61,58,72,42
463,420,528,376,290,314,286,488
207,222,259,125,20,13,23,5
39,39,41,7,226,219,161,139
340,255,399,313,339,329,393,218
5,5,8,8,54,35,50,52
32,63,33,18,4,4,1,0
3,7,7,9,145,147,163,16
0,0,0,0,13,10,5,10
0,0,0,0,0,0,0,0
79,85,77,15,60,30,45,10
0,0,0,0,10,14,17,34
9,16,6,4,55,40,32,26
32,31,37,18,23,31,32,32
0,0,0,0,0,0,0,0
46,37,61,3,10,7,6,0
49,34,45,0,0,0,0,0
3,9,3,1,0,0,1,0
273,253,262,309,16,18,22,17
26,20,13,20,183,202,207,141
542,582,566,173,330,321,292,737
213,200,259,107,0,0,0,0
255,273,290,47,2,2,2,13
55,51,70,36,2,1,2,5
60,53,62,27,12,4,7,3
17,13,17,27,16,24,25,39
75,94,87,32,60,41,46,81
413,519,254,377,110,135,92,125
29,19,32,11,21,18,28,2
132,140,167,64,26,19,18,12
54,46,51,10,22,18,7,0
132,149,145,102,24,19,29,32
274,215,295,92,75,75,88,29
316,330,303,470,454,516,518,214
186,151,224,215,560,415,626,18
21,17,28,6,93,85,109,12
37,35,28,15,4,0,4,0
19,6,15,1,30,33,24,27
16,17,18,1,17,19,13,17
0,0,0,0,329,290,394,28
22,21,23,29,62,71,48,22
207,251,241,23,49,46,56,10
2,2,0,0,49,58,60,46
2,2,2,0,107,68,122,21
113,121,139,200,24,12,22,9
15,8,10,8,111,99,109,78
102,95,97,21,53,49,62,18
21,14,22,20,98,77,73,88
119,137,106,122,88,83,105,144
6,6,4,1,8,6,6,4
37,56,42,23,290,324,222,655
542,526,628,309,56,52,80,27
44,40,33,6,24,24,19,19
131,128,153,45,15,15,31,4
534,504,575,262,71,65,58,101
4,0,0,1,0,0,0,0
290,302,313,316,6,10,3,8
4,6,4,5,9,3,12,5
0,0,0,0,145,167,134,101
311,255,281,321,108,111,133,80
21,22,36,3,0,0,0,0
0,0,0,0,23,33,22,20
171,166,156,72,35,39,28,1
46,39,45,67,391,421,439,385
140,134,188,88,164,173,132,258
66,58,66,67,0,0,1,0
0,0,0,0,87,104,96,202
247,255,217,8,3,1,7,1
42,44,49,95,72,71,79,20
0,0,0,0,143,131,126,46
5,9,4,4,385,405,406,378
0,0,0,0,48,57,49,40
173,181,155,198,42,31,44,61
2,3,0,0,143,130,129,98
127,127,112,32,604,541,600,183
0,0,1,0,31,24,22,2
21,16,23,16,217,192,270,5
60,57,57,82,142,111,159,53
21,38,23,4,24,29,23,12
58,63,52,14,242,275,210,77
46,47,41,10,0,0,0,0
59,55,55,10,289,324,237,64
0,1,2,0,11,11,13,6
134,136,157,131,433,399,571,632
0,0,0,0,128,184,109,113
232,215,206,47,91,102,90,37
62,72,35,3,75,82,56,78
45,33,48,39,0,0,0,0
241,213,218,45,3,3,4,5
38,40,44,11,0,0,0,0
283,283,263,135,2,2,4,2
235,281,264,148,4,10,6,18
64,55,52,55,611,758,521,343
82,85,85,216,28,34,45,68
171,163,186,41,88,97,84,80
97,111,94,17,24,31,31,34
10,11,17,8,0,0,0,0
0,0,0,0,9,8,9,12
34,28,34,30,87,99,75,61
79,83,73,3,0,2,0,1
19,16,14,9,74,66,69,17
61,69,62,39,22,23,23,14
74,112,60,114,64,67,60,18
13,17,22,24,2,0,4,0
4,4,3,2,27,24,24,24
42,46,48,41,3,3,1,0
27,28,35,7,219,221,240,254
2,1,1,0,27,33,34,18
139,144,171,55,162,142,176,54
92,110,87,204,95,90,74,13
0,0,0,0,170,194,138,257
291,300,340,79,34,24,27,1
40,37,46,66,235,221,288,28
149,148,149,67,92,92,91,101
14,11,12,4,92,85,101,27
30,21,33,17,82,81,68,31
0,4,2,3,109,110,83,116
13,14,18,0,19,14,8,12
131,157,126,94,9,9,7,6
83,78,100,39,318,290,372,158
5,4,9,2,17,24,15,2
80,79,98,29,2,3,3,1
319,368,246,134,572,605,573,113
14,13,13,4,161,201,180,56
145,140,128,146,74,64,70,67
3,9,5,3,99,101,90,21
308,316,243,462,61,59,60,42
75,80,95,140,159,137,157,73
72,97,99,27,0,0,0,0
212,156,210,58,142,130,151,20
19,32,24,6,29,41,20,34
332,368,308,249,338,360,281,338
1,0,0,1,0,0,0,0
2,7,4,0,0,0,0,0
303,308,282,43,15,16,16,0
0,0,0,0,17,22,17,3
7,9,12,1,28,22,33,22
0,0,0,0,63,76,77,82
0,0,0,0,106,88,115,258
349,346,396,1280,88,98,73,72
0,0,0,0,108,105,97,102
57,69,51,33,65,59,70,38
0,0,0,0,65,59,103,117
12,16,14,1,88,92,80,41
47,31,45,9,98,86,89,275
734,592,837,650,54,33,39,30
26,29,33,48,85,94,77,18
0,0,0,0,22,25,15,9
73,69,81,58,2,3,5,0
87,110,75,38,240,249,192,250
86,95,94,46,1,3,1,1
40,36,28,19,220,217,195,40
29,27,18,8,919,974,1066,1044
3,1,3,0,64,51,77,23
825,829,873,289,0,0,0,0
60,52,71,15,159,160,155,148
8,7,3,1,209,165,224,55
53,63,37,40,334,265,367,389
70,65,72,21,20,17,30,28
53,67,67,22,91,83,63,34
120,114,146,61,2,8,7,6
49,38,52,72,0,0,0,0
8,17,12,5,400,417,401,219
62,68,60,27,14,13,8,7
1,2,1,1,35,29,28,17
0,0,0,0,0,0,0,0
344,308,375,91,131,96,103,109
0,0,0,0,105,132,126,116
101,127,104,10,248,253,302,21
355,376,334,97,0,0,0,0
81,77,77,207,66,60,56,11
0,0,0,0,18,19,15,2
64,56,67,51,382,392,382,350
104,88,111,38,6,10,7,9
33,29,36,9,14,14,15,14
337,364,304,259,5,7,7,11
202,236,193,66,568,593,534,102
54,39,42,13,306,334,256,45
74,83,68,52,91,103,72,63
0,0,0,0,75,94,84,31
354,274,425,57,1,1,2,0
5,7,1,6,0,0,0,0
4,1,4,1,29,26,29,35
6,6,3,1,28,21,20,7
84,77,102,17,61,58,51,63
17,19,27,19,157,159,140,50
322,257,398,126,3,2,3,0
5,3,2,4,24,30,27,8
23,22,30,27,338,350,368,76
100,106,111,19,76,46,46,24
0,0,0,0,19,27,24,5
34,46,32,23,2,3,2,1
138,146,151,110,61,54,76,22
42,43,40,21,181,128,197,32
58,60,74,31,173,162,188,179
26,27,24,16,57,60,40,40
0,0,0,0,224,255,227,73
0,0,0,0,33,25,32,5
76,75,74,173,0,1,3,0
0,0,0,0,135,134,152,15
10,6,9,2,83,88,87,18
88,119,90,36,260,253,265,216
19,18,22,0,0,0,0,0
137,124,147,63,194,228,180,228
252,241,265,139,296,267,385,97
37,47,52,13,104,106,77,154
0,2,1,1,4,3,2,1
58,66,75,18,275,231,323,270
21,23,24,28,74,88,81,29
72,67,69,43,28,41,26,15
100,97,106,19,173,189,206,150
3,1,7,0,30,31,28,44
109,153,166,146,28,25,23,12
34,24,35,54,73,60,75,12
25,23,21,28,296,305,303,215
38,33,29,8,246,244,243,139
52,57,62,36,25,27,30,21
245,212,205,128,24,23,25,6
28,54,28,10,109,106,73,58
253,313,247,20,136,165,99,32
201,203,195,13,0,0,0,0
62,55,55,15,36,38,42,2
46,60,65,17,27,19,18,15
502,564,505,174,38,35,36,41
76,83,68,24,16,19,17,15
11,23,15,4,11,12,25,4
102,123,96,58,0,0,0,0
49,49,35,17,108,137,101,114
122,98,122,49,248,292,286,35
21,18,22,5,0,0,0,0
0,0,0,0,97,127,99,20
100,101,108,28,613,731,547,300
17,20,19,5,0,0,0,0
13,12,7,7,15,16,22,20
173,185,156,200,31,27,32,5
181,188,183,296,67,92,81,35
0,0,1,1,101,84,95,64
0,0,0,0,198,202,165,444
117,113,139,48,204,213,199,175
79,72,78,28,4,5,5,8
58,68,75,28,32,35,21,26
389,392,387,148,3,0,3,0
13,11,12,2,3,4,5,3
77,86,84,20,33,36,43,74
17,14,28,27,0,0,0,0
488,445,500,313,3,3,5,3
70,75,59,13,278,277,286,32
192,183,182,84,2,1,5,2
50,64,60,35,274,236,291,279
2,4,2,3,129,121,150,39
147,127,166,56,3,7,6,4
10,15,15,2,38,38,46,18
473,468,476,607,16,23,16,1
59,41,67,25,297,345,243,358
36,43,18,33,744,717,783,33
30,24,30,2,30,41,45,29
60,52,67,4,116,96,169,74
165,155,184,46,29,26,25,32
125,116,140,132,1,1,0,0
137,122,101,83,338,335,334,58
100,93,102,77,89,80,83,70
16,34,39,17,30,38,20,20
15,22,17,1,38,24,23,48
90,98,79,70,0,0,0,0
583,552,559,313,34,26,33,2
3,0,0,0,307,309,293,331
74,87,69,47,54,58,65,36
14,19,13,23,3,2,0,0
86,72,94,6,77,64,60,157
47,34,72,6,15,8,14,44
0,0,0,0,0,0,0,0
264,258,222,245,90,91,97,73
19,29,13,19,49,50,81,25
113,147,139,147,23,24,18,19
179,222,210,118,5,1,3,2
54,53,36,19,110,132,110,180
17,8,16,7,21,27,25,42
219,208,247,98,0,0,0,0
20,8,15,6,8,6,8,20
21,17,21,10,0,0,0,0
3,3,9,4,33,30,37,10
7,12,3,4,227,226,278,61
34,19,27,72,0,0,0,0
0,0,0,0,7,2,5,2
5,6,3,1,0,0,0,0
40,25,41,56,0,0,0,0
35,33,38,16,8,5,6,3
115,107,123,76,197,234,226,210
0,0,0,0,34,22,24,37
46,36,58,29,22,23,25,1
70,80,80,63,44,44,58,32
346,380,331,228,61,61,48,70
1,2,3,1,13,15,17,23
43,46,35,3,22,19,19,2
176,152,186,243,3,1,5,1
5,5,9,1,204,167,214,327
69,59,65,99,101,78,106,37
218,273,172,133,102,105,98,158
17,33,31,2,43,34,34,46
96,97,121,10,5,5,3,2
99,117,87,53,11,3,13,6
0,0,0,0,25,18,25,64
100,127,136,49,53,64,55,64
198,252,252,69,128,201,125,26
5,8,8,14,97,86,135,102
106,99,66,218,66,72,67,38
15,19,13,9,217,214,263,101
54,59,51,29,49,51,31,21
228,287,193,87,25,27,7,10
170,176,178,40,38,41,46,43
428,499,397,34,169,184,170,111
89,80,105,29,79,94,71,96
52,44,45,142,82,69,77,97
0,0,0,0,229,266,196,62
78,77,88,107,69,87,85,59
10,9,7,5,9,6,11,2
14,26,20,19,137,156,114,49
141,159,140,47,63,58,71,182
8,13,12,7,170,167,196,50
57,44,46,7,95,104,99,34
1,1,0,0,14,24,21,26
7,7,6,1,0,0,0,0
0,0,0,0,167,202,179,16
63,54,66,12,80,102,94,78
12,10,13,2,54,66,50,6
5,5,9,8,531,423,530,426
155,133,177,43,14,19,16,6
88,80,59,54,7,12,5,4
0,0,0,0,0,0,0,0
13,10,6,6,19,16,12,11
13,11,10,3,0,0,0,0
420,445,439,309,0,0,0,0
154,151,152,143,135,114,137,31
11,11,20,1,15,20,17,5
30,35,29,5,22,14,16,5
243,262,245,748,0,0,0,0
8,3,6,9,238,288,217,131
359,318,384,262,325,268,303,112
578,616,421,85,351,285,414,4
137,129,153,1,71,72,84,2
18,23,22,8,12,25,14,0
115,110,108,53,12,8,10,13
0,0,0,0,8,14,17,1
150,99,144,68,34,24,31,7
102,104,103,10,3,2,1,4
566,592,569,1187,141,139,129,51
1,1,0,0,0,2,1,0
135,99,160,113,0,0,0,0
301,262,289,241,109,117,120,18
77,73,64,168,48,64,41,55
17,19,20,15,0,0,0,0
716,738,695,1031,52,57,45,84
22,34,28,18,40,31,58,66
23,12,12,59,257,263,240,383
187,218,153,510,204,216,207,261
182,199,136,268,0,2,1,6
118,91,91,147,23,28,15,94
15,20,20,17,238,220,209,418
95,78,79,160,32,31,50,81
46,43,29,56,14,25,17,19
0,0,0,0,730,798,621,1010
342,312,398,683,221,213,209,398
462,444,385,335,0,0,0,0
86,91,73,103,44,32,38,59
18,21,15,31,13,13,13,16
0,0,0,0,77,60,53,194
9,5,8,2,225,189,267,361
246,267,231,407,17,17,17,48
338,337,315,527,12,14,11,34
31,29,38,51,221,184,231,284
304,258,310,544,0,0,0,0
34,30,23,29,25,26,28,19
47,53,50,35,71,55,84,69
36,46,47,59,95,84,59,162
0,0,0,0,34,26,51,76
68,49,44,118,1,0,0,1
96,89,84,103,3,4,4,2
47,29,39,78,59,82,77,59
0,0,0,0,94,67,51,248
1,4,1,9,21,25,32,89
576,457,605,2786,0,0,0,0
329,304,313,374,70,76,106,40
191,180,195,180,303,304,298,480
84,88,73,123,48,44,42,48
78,76,71,154,11,8,2,16
1,0,2,0,36,54,66,77
5,7,11,17,68,70,65,157
168,161,182,548,164,231,142,215
13,7,2,17,24,11,12,43
2,2,5,7,22,26,19,107
8,8,13,4,98,120,114,184
23,26,26,30,6,4,10,20
37,40,31,114,14,12,26,8
78,70,85,31,188,171,179,88
361,380,362,610,24,7,32,7
146,106,165,155,2,4,3,5
453,441,479,473,191,197,168,221
54,39,41,74,22,18,22,44
58,74,56,253,57,71,66,96
228,264,258,181,263,264,223,275
0,0,0,0,72,84,70,184
34,37,31,111,78,60,94,109
64,50,52,96,243,204,231,362
74,73,80,14,128,131,153,11
36,33,36,8,121,112,105,251
56,62,79,55,31,25,32,20
250,235,200,262,12,19,16,8
137,106,153,142,449,455,453,645
81,101,55,109,54,53,41,49
18,20,12,20,23,22,29,7
0,0,0,0,39,31,27,8
2,1,1,0,0,0,0,0
53,54,80,73,103,129,72,3
1,1,1,0,72,82,63,90
47,44,56,73,38,25,34,135
0,0,0,0,534,399,592,1312
31,49,46,86,0,0,0,0
53,46,56,77,31,28,25,43
33,33,28,99,99,110,100,241
60,58,68,48,49,66,62,67
128,162,152,343,116,113,131,312
404,344,412,412,46,67,44,49
11,4,13,11,12,15,9,11
12,13,12,11,423,407,423,659
19,15,29,118,118,138,120,111
53,76,61,171,50,58,63,67
0,0,0,0,95,89,87,225
0,0,0,0,28,31,29,48
349,337,306,643,87,73,65,367
40,35,42,49,221,202,212,352
90,116,110,238,109,108,126,200
20,12,20,22,222,205,240,402
182,224,169,255,12,5,6,7
4,3,9,7,83,51,87,139
150,154,140,177,90,76,88,150
36,18,20,63,169,153,172,148
0,0,0,0,63,53,55,130
22,18,18,97,111,101,98,301
25,23,32,10,76,65,66,105
0,0,0,0,214,245,213,460
14,8,6,9,45,55,45,121
12,14,15,14,113,96,84,261
0,0,0,0,145,162,174,220
0,3,2,5,118,107,112,205
24,15,16,29,212,234,212,453
0,2,1,2,243,230,266,380
35,33,31,34,8,9,18,24
668,678,736,1082,0,0,0,0
139,113,97,261,0,2,1,5
51,42,44,76,107,82,127,194
0,0,0,0,701,605,721,1448
66,52,62,136,189,170,177,151
119,111,149,115,104,97,88,210
11,9,13,17,126,126,91,93
105,126,121,260,101,71,88,377
35,21,17,39,19,22,29,43
196,173,189,704,468,522,398,911
145,174,140,165,12,13,9,16
55,60,44,80,71,48,66,125
3,1,2,3,136,121,154,410
112,99,109,222,44,36,57,64
1,1,1,5,138,147,115,286
5,2,3,12,36,33,25,28
100,128,96,236,228,206,193,320
56,49,41,102,39,45,48,97
0,4,3,0,21,25,24,21
297,250,284,1215,2,4,1,10
364,401,318,815,13,12,11,36
11,10,15,36,163,128,177,229
19,17,12,14,81,102,81,132
25,20,34,47,224,187,232,704
177,196,150,591,8,8,7,10
0,0,0,0,85,81,114,127
309,264,297,389,25,32,29,25
106,121,110,128,0,0,0,0
16,15,11,19,34,25,18,87
43,40,42,105,56,45,64,207
36,35,55,87,7,12,19,10
62,41,48,85,13,5,8,14
188,123,178,194,30,32,27,26
1,1,2,5,417,476,431,658
0,1,1,5,235,228,218,555
31,31,28,143,16,11,9,37
48,40,58,132,98,87,147,245
8,7,7,20,100,106,95,224
149,137,136,257,37,19,36,45
74,92,72,203,401,405,371,813
97,114,98,199,0,0,0,0
11,22,13,22,42,29,32,65
1,2,0,0,121,124,141,385
15,15,26,24,110,106,117,123
67,62,62,68,148,111,144,206
251,210,262,370,5,6,6,3
63,48,46,44,102,123,110,258
0,2,1,1,188,162,237,647
16,11,10,17,69,68,65,101
279,254,222,780,228,249,273,219
28,37,35,52,87,77,86,278
3,4,4,12,27,13,29,43
141,123,126,252,142,79,96,213
1,1,1,0,364,313,330,831
48,46,61,84,511,557,534,1069
223,217,205,396,0,0,0,0
9,19,14,30,0,0,0,0
1,2,0,2,5,6,4,12
400,360,431,689,9,11,8,17
39,65,39,73,140,181,149,347
18,16,21,45,185,159,177,266
29,33,33,72,11,11,13,12
8,3,6,3,148,143,160,434
439,468,298,649,25,33,24,34
181,138,176,278,63,52,59,60
91,110,89,117,6,7,8,3
51,51,45,183,0,0,0,0
0,0,0,0,46,52,39,84
42,41,28,75,16,20,8,22
177,171,159,323,0,0,0,0
171,190,164,214,1,1,0,2
7,12,5,9,66,76,78,103
0,0,0,0,154,133,173,152
202,177,203,526,21,11,21,31
16,17,20,24,94,68,85,26
916,1013,870,895,25,31,40,3
0,0,0,0,49,61,39,39
162,124,170,119,56,53,50,25
0,1,2,0,0,0,0,0
144,139,122,43,32,32,40,25
83,92,106,14,454,497,456,6
199,195,190,34,15,13,14,9
12,10,12,1,308,262,400,86
81,74,103,54,39,37,33,24
81,89,87,33,40,49,39,43
22,23,23,5,199,242,184,52
1,1,3,2,33,38,24,13
102,108,100,154,113,117,130,60
225,184,197,109,1,0,1,0
72,92,75,26,57,62,67,93
22,32,31,9,68,89,86,36
7,4,4,3,27,22,32,19
182,185,178,199,358,432,317,334
7,11,14,7,29,58,28,3
166,166,178,5,345,364,319,299
72,66,59,7,241,243,246,10
0,0,0,0,32,29,34,51
327,286,303,60,166,139,174,64
0,0,0,1,8,5,9,3
0,0,0,0,0,0,0,0
112,129,104,56,0,0,0,0
73,116,80,26,274,291,211,128
140,191,97,89,18,25,19,9
232,199,224,45,55,51,62,16
753,687,777,249,1,0,0,1
245,198,254,170,32,38,41,5
63,59,58,89,40,45,45,16
130,108,142,105,120,128,118,159
57,54,39,6,79,84,84,52
36,49,35,93,13,14,5,15
411,467,310,130,0,0,0,0
133,151,103,103,0,0,0,0
0,0,0,0,174,199,163,142
24,11,15,0,192,194,232,140
153,130,143,61,9,17,13,6
0,0,0,0,0,0,0,0
2,1,0,1,3,2,1,0
16,13,13,11,223,215,256,39
317,296,353,177,13,6,6,1
87,70,92,46,17,20,20,5
46,35,47,4,0,0,0,0
86,70,103,14,43,37,30,72
0,0,0,0,5,4,8,2
9,13,21,4,330,317,304,259
114,106,116,57,126,127,92,118
1,1,2,1,432,370,505,364
292,265,278,487,154,126,161,87
0,0,0,0,194,225,181,62
132,138,120,97,70,68,58,121
27,46,16,0,20,29,14,8
157,167,130,262,1,0,3,5
432,408,391,495,0,0,0,0
30,17,26,43,6,6,2,9
234,284,259,404,24,26,27,34
20,25,18,73,0,0,0,0
228,204,195,307,57,51,74,96
110,99,121,353,5,3,1,3
38,47,33,78,27,30,33,79
105,90,123,207,530,408,593,1504
25,23,36,90,6,11,11,23
0,0,0,0,0,0,0,0
146,147,117,424,53,53,47,247
57,66,68,202,15,19,14,10
81,101,107,176,15,17,13,37
44,31,50,119,51,54,54,55
58,55,45,47,259,206,280,831
162,171,172,375,0,0,0,0
26,44,30,74,1,0,0,0
7,5,5,18,5,2,6,12
58,51,64,117,67,64,57,209
4,4,1,18,28,28,21,34
26,27,36,86,127,118,114,147
24,30,16,29,104,123,126,95
0,0,0,0,0,0,0,0
139,176,117,203,7,14,8,19
285,300,256,308,29,29,27,47
40,41,35,54,72,76,87,163
10,11,15,55,196,226,173,523
405,356,420,414,59,57,56,85
0,0,0,0,217,225,178,378
0,0,4,1,25,36,22,58
9,6,5,22,19,10,15,29
112,122,104,203,232,240,264,326
0,2,2,5,13,18,12,48
515,527,509,1108,0,0,0,0
5,3,6,9,27,21,21,25
79,75,75,207,51,50,41,81
18,19,15,63,718,621,757,1443
0,0,0,0,57,44,39,32
50,46,64,81,1,2,1,1
60,58,54,127,178,181,149,350
0,0,0,0,95,72,78,105
69,76,56,71,78,78,93,171
0,0,0,0,40,53,51,124
290,279,241,828,21,17,19,18
7,3,4,12,3,9,9,12
0,0,0,0,64,63,64,163
167,140,178,337,29,24,29,36
109,86,115,173,415,385,449,909
7,6,16,13,68,72,94,361
0,0,0,0,0,0,0,0
99,110,112,228,31,23,27,74
8,10,12,28,26,36,34,43
0,1,0,1,208,211,183,552
40,32,32,73,10,10,9,12
161,198,171,336,126,134,89,304
111,123,114,243,78,78,75,86
0,0,0,0,322,289,329,924
6,9,7,23,1,2,1,2
40,23,29,105,282,280,292,495
0,0,0,0,9,13,7,15
65,46,76,312,9,9,6,42
443,434,430,1084,73,79,60,102
3,0,8,12,8,7,6,8
5,5,3,4,8,10,9,25
23,24,33,43,50,62,52,60
5,7,5,6,102,100,121,119
483,486,423,849,220,211,235,283
303,291,208,645,338,340,266,374
21,18,16,49,0,0,0,0
137,112,168,123,119,106,156,404
0,0,0,0,117,128,139,252
326,394,283,477,138,125,162,396
442,469,476,1051,2,2,2,3
72,54,54,222,0,0,0,0
169,162,159,199,6,11,7,16
7,9,4,9,27,29,29,50
239,226,306,397,0,0,0,0
175,161,164,422,31,50,39,72
203,187,226,165,0,0,0,2
16,21,13,19,90,95,101,247
86,96,70,154,59,74,56,111
6,5,12,19,237,275,301,332
434,428,332,1280,58,40,41,104
353,364,363,695,36,40,27,59
1,2,0,0,13,17,17,32
174,167,138,792,110,125,119,194
58,48,68,106,91,95,95,94
43,42,34,57,42,43,36,96
24,17,21,52,110,110,115,328
35,42,28,29,265,300,199,798
134,140,100,142,49,40,38,95
2,4,2,5,246,270,292,267
85,72,91,131,224,219,276,585
12,11,11,24,0,0,0,0
117,132,109,421,25,29,38,34
5,7,5,5,171,157,145,404
6,3,4,7,0,0,0,0
34,27,37,41,219,165,216,702
15,17,11,33,0,0,0,0
29,37,37,64,81,91,85,155
37,31,40,95,191,222,192,354
36,42,42,152,3,1,1,5
147,175,153,235,232,233,243,129
58,65,54,73,327,309,390,400
285,280,253,457,144,164,134,286
7,5,8,12,0,0,0,0
5,7,6,3,4,8,5,7
0,0,0,0,45,32,48,35
74,72,46,91,11,16,10,6
4,5,10,17,0,0,0,0
0,0,0,0,96,127,102,182
58,53,54,240,169,203,173,325
77,64,67,142,9,7,9,22
64,61,62,149,0,0,0,0
11,9,8,16,9,9,10,12
714,692,676,1954,416,394,437,432
97,94,88,162,94,113,82,133
0,0,0,0,73,52,70,214
11,7,13,25,0,0,0,0
186,179,177,527,0,0,0,0
165,172,166,201,36,41,48,40
91,100,89,227,102,107,99,219
0,0,0,0,259,259,236,434
209,206,194,309,15,8,8,35
279,280,304,471,74,68,77,165
13,9,15,6,161,181,143,215
58,39,49,74,34,33,21,123
6,4,5,3,0,0,0,0
207,203,180,751,41,51,35,102
77,92,82,77,20,14,17,22
6,5,6,10,0,0,0,0
8,7,5,15,23,21,15,23
10,7,15,24,11,11,9,20
6,5,10,26,86,99,102,100
25,34,25,43,10,7,13,16
30,49,52,11,37,24,30,18
16,14,6,13,137,157,67,29
8,7,6,5,457,520,489,983
12,15,20,12,3,2,2,2
0,2,3,0,291,267,308,116
0,0,0,0,510,533,476,236
440,481,438,107,166,177,187,26
231,215,221,109,92,86,102,278
126,135,115,44,4,8,3,1
4,3,2,2,126,106,139,34
170,161,173,177,105,134,91,14
94,90,70,13,5,12,10,4
8,3,10,1,195,194,215,38
70,63,67,145,66,37,65,15
302,290,317,62,21,25,24,29
271,270,284,270,26,15,30,11
21,22,22,28,0,0,0,0
0,0,0,0,7,10,13,0
2,0,1,1,3,3,3,4
373,337,332,105,220,218,143,149
38,35,31,3,55,57,54,20
325,416,306,161,117,104,161,86
21,20,30,11,118,116,115,33
95,86,91,18,16,24,16,16
209,176,218,343,82,76,117,112
7,6,9,3,87,112,103,30
0,0,0,0,130,160,136,21
907,789,927,340,101,105,87,8
32,26,26,38,0,0,0,0
133,147,125,259,0,0,0,0
155,160,129,238,1,1,0,1
8,9,14,17,329,354,425,419
0,0,0,0,35,29,28,34
19,14,16,36,0,0,0,0
4,10,8,12,25,42,28,18
62,68,77,126,85,114,61,166
96,85,80,169,49,43,34,98
128,132,107,373,9,7,11,22
49,52,52,110,281,279,263,412
9,28,7,23,23,16,24,42
205,169,166,230,60,54,56,98
74,75,84,125,300,267,254,256
11,11,7,35,6,9,8,21
0,1,0,0,411,370,442,618
0,0,0,1,48,69,73,151
408,406,410,705,6,3,5,10
0,0,0,0,254,291,271,74
114,124,114,279,57,54,48,80
3,2,2,2,47,62,48,119
251,262,284,428,131,113,156,240
90,75,83,209,130,96,154,264
54,47,64,126,31,42,26,25
1,3,1,3,12,4,10,19
0,0,0,0,58,69,64,141
138,139,100,185,10,12,7,23
7,6,3,22,21,9,8,16
7,7,6,16,0,0,0,0
403,366,443,272,51,76,36,141
145,164,150,360,57,75,60,164
0,0,0,0,366,389,485,1069
13,21,14,56,21,14,13,47
1,3,3,4,7,5,10,16
189,205,176,312,13,5,14,12
246,241,258,290,174,152,165,175
169,151,167,403,9,10,8,11
6,5,5,5,54,57,62,137
27,16,29,29,59,29,51,108
52,45,51,78,45,54,44,107
143,132,144,522,15,10,17,47
9,5,8,9,107,78,87,245
512,473,496,956,89,122,70,308
0,0,0,0,145,189,132,391
2,12,9,10,100,115,96,86
0,0,0,0,51,54,46,128
24,11,14,19,61,61,46,159
1,1,1,3,71,48,54,75
7,7,8,11,5,2,4,32
107,102,86,181,22,18,29,45
17,10,10,23,230,200,164,738
96,86,95,229,346,379,241,639
142,133,158,359,307,326,296,723
0,0,0,0,508,572,472,565
298,304,294,550,28,40,27,47
130,95,153,351,29,25,33,39
3,6,8,4,94,112,85,63
0,2,1,2,24,25,15,96
53,71,52,123,460,480,379,1459
257,297,257,792,80,70,77,135
67,58,76,126,37,48,30,35
0,1,2,2,32,41,21,122
432,337,454,372,11,17,15,47
0,0,0,0,0,0,0,0
404,392,392,1210,0,0,0,0
567,613,593,621,28,31,40,45
0,0,0,0,288,255,264,542
196,164,198,216,0,0,0,0
22,26,12,6,31,25,25,11
50,82,59,11,22,33,27,47
0,0,0,0,116,135,98,17
130,115,132,58,0,0,0,0
6,3,7,1,0,0,0,0
237,298,191,255,266,322,274,181
55,75,65,11,183,177,143,93
13,12,15,12,1190,1091,1124,1713
85,71,107,49,48,43,37,13
49,64,65,24,2,2,7,8
0,0,0,0,2,3,5,1
190,240,135,67,4,7,11,6
0,0,0,0,20,24,34,9
122,129,82,216,37,41,58,21
38,33,45,61,160,172,162,50
0,0,0,0,0,0,0,0
45,42,52,12,22,25,18,24
143,144,117,27,16,17,18,7
75,78,63,24,0,0,1,0
146,159,176,101,21,24,15,4
3,4,11,4,233,273,287,51
0,0,0,0,74,76,71,104
57,73,71,115,6,6,4,9
